,InvoiceNo,Quantity,CustomerID,TotalSum,CohortMonth,CohortIndex
4210,551471,1,16370.0,7.95,2011-04,1
4211,557846,1,17365.0,0.83,2011-01,6
4212,559538,3,16880.0,23.85,2011-06,2
4213,541223,1,17954.0,1.25,2010-12,2
4214,537137,13,16327.0,21.97,2010-12,1
4215,562377,20,14535.0,25.0,2011-04,5
4216,575073,6,13975.0,1.1400000000000001,2011-03,9
4217,577500,1,14052.0,4.95,2011-11,1
4218,567184,2,16033.0,1.1,2010-12,10
4219,554824,24,15785.0,19.919999999999998,2011-02,4
4220,575331,6,13209.0,17.700000000000003,2010-12,12
4221,538065,32,13982.0,81.6,2010-12,1
4222,563638,10,15311.0,21.0,2010-12,9
4223,566629,6,15622.0,29.700000000000003,2011-03,7
4224,574683,1,16372.0,4.25,2011-11,1
4225,580972,48,15194.0,20.16,2010-12,13
4226,576781,12,13939.0,19.799999999999997,2011-02,10
4227,557255,64,17616.0,163.2,2011-06,1
4228,580678,2,18015.0,1.58,2011-12,1
4229,539484,1,15640.0,4.25,2010-12,1
4230,560579,12,15867.0,5.04,2010-12,8
4231,566740,12,17033.0,17.4,2011-05,5
4232,567821,2,14659.0,9.9,2011-01,9
4233,552951,4,14988.0,5.8,2011-05,1
4234,576779,2,14554.0,16.5,2011-10,2
4235,573913,12,17653.0,10.2,2011-08,4
4236,549716,6,14628.0,17.700000000000003,2011-04,1
4237,554712,10,16873.0,16.5,2010-12,6
4238,559317,2,17611.0,2.5,2010-12,8
4239,564735,1,15856.0,5.75,2010-12,9
4240,578950,1,17885.0,2.08,2011-11,1
4241,568061,1,16910.0,6.25,2011-09,1
4242,575334,16,14493.0,27.04,2011-07,5
4243,580151,1,17811.0,4.95,2011-01,12
4244,579946,5,15993.0,4.25,2011-10,3
4245,546984,2,15019.0,11.9,2011-03,1
4246,568709,1,15036.0,8.25,2011-06,4
4247,578809,2,13048.0,7.5,2011-01,11
4248,580541,12,15358.0,5.04,2010-12,13
4249,579091,6,14893.0,9.899999999999999,2011-11,1
4250,570818,1,17841.0,9.95,2010-12,11
4251,567164,2,14487.0,9.9,2010-12,10
4252,545020,12,13792.0,23.4,2011-02,1
4253,552669,2,16710.0,9.9,2010-12,6
4254,568460,8,13384.0,30.0,2011-06,4
4255,546993,2,17921.0,2.5,2011-03,1
4256,548160,12,16253.0,17.4,2011-03,1
4257,538839,2,14606.0,33.9,2010-12,1
4258,579167,3,16800.0,4.949999999999999,2011-11,1
4259,575583,1,14456.0,12.5,2011-07,5
4260,543507,1,15039.0,8.95,2010-12,3
4261,581142,2,14204.0,7.5,2011-12,1
4262,574866,15,12748.0,12.75,2010-12,12
4263,536874,1,16891.0,0.95,2010-12,1
4264,571408,1,15012.0,0.85,2010-12,11
4265,555573,1,15349.0,1.65,2011-06,1
4266,562688,12,13869.0,11.399999999999999,2010-12,9
4267,555393,4,14221.0,19.8,2011-01,6
4268,544187,3,14107.0,17.85,2010-12,3
4269,544926,2,13468.0,15.9,2010-12,3
4270,574545,32,17084.0,13.44,2011-11,1
4271,581246,1,15453.0,8.5,2011-06,7
4272,574040,1,14974.0,2.08,2011-11,1
4273,536945,6,14083.0,9.899999999999999,2010-12,1
4274,553733,10,14735.0,16.5,2010-12,6
4275,564049,1,17585.0,0.85,2011-01,8
4276,576301,2,14667.0,7.5,2010-12,12
4277,566405,24,17919.0,30.0,2011-09,1
4278,563256,8,18143.0,15.6,2011-07,2
4279,542893,16,18202.0,27.04,2011-02,1
4280,539015,4,15822.0,31.8,2010-12,1
4281,548551,12,14886.0,17.4,2011-04,1
4282,546392,1,14587.0,0.85,2011-01,3
4283,553538,1,15855.0,1.45,2011-03,3
4284,562421,48,15241.0,18.72,2011-03,6
4285,567656,1,14096.0,5.79,2011-08,2
4286,550785,4,15517.0,7.8,2011-04,1
4287,577167,3,16511.0,12.75,2011-03,9
4288,568046,1,18118.0,4.95,2010-12,10
4289,536381,23,15311.0,97.75,2010-12,1
4290,578518,1,14606.0,1.25,2010-12,12
4291,564976,4,17315.0,8.4,2010-12,9
4292,577746,24,15274.0,9.36,2011-11,1
4293,568162,6,14194.0,22.5,2011-02,8
4294,564724,10,15555.0,4.2,2010-12,9
4295,566575,96,17133.0,139.2,2011-03,7
4296,569089,1,13764.0,4.25,2011-01,9
4297,575951,16,13450.0,60.0,2011-05,7
4298,580283,6,16133.0,13.5,2011-01,12
4299,570455,1,14529.0,0.39,2011-08,3
4300,547906,1,14410.0,2.25,2011-02,2
4301,557758,6,17585.0,2.34,2011-01,6
4302,537792,4,16385.0,11.8,2010-12,1
4303,576593,1,15720.0,0.85,2011-11,1
4304,564351,40,13881.0,74.0,2011-02,7
4305,542226,2,17075.0,19.9,2011-01,1
4306,567385,64,14866.0,380.8,2010-12,10
4307,569826,6,18161.0,29.700000000000003,2011-01,10
4308,557268,12,13097.0,59.400000000000006,2010-12,7
4309,560209,2,15004.0,1.7,2011-07,1
4310,578260,4,17469.0,15.0,2011-05,7
4311,538163,2,17841.0,7.5,2010-12,1
4312,538799,6,15039.0,10.14,2010-12,1
4313,576597,18,14194.0,76.5,2011-02,10
4314,554098,8,14769.0,6.8,2010-12,6
4315,573133,2,15288.0,17.0,2010-12,11
4316,572861,1,14102.0,4.25,2011-10,1
4317,574475,10,14132.0,7.9,2011-06,6
4318,549554,12,16779.0,19.799999999999997,2010-12,5
4319,562551,1,17231.0,1.25,2010-12,9
4320,555199,1,14606.0,2.95,2010-12,7
4321,566275,5,16549.0,10.4,2011-01,9
4322,571219,2,15601.0,25.5,2010-12,11
4323,571056,12,15367.0,10.2,2011-03,8
4324,539470,2,14472.0,2.5,2010-12,1
4325,564062,6,17706.0,51.0,2010-12,9
4326,576626,4,12890.0,6.6,2011-11,1
4327,578675,12,14756.0,5.04,2011-11,1
4328,554579,32,18229.0,272.0,2011-01,5
4329,545980,1,14730.0,1.25,2011-03,1
4330,564719,6,15325.0,4.5,2011-08,1
4331,566929,8,17428.0,33.2,2010-12,10
4332,573912,30,17888.0,37.5,2010-12,12
4333,568703,1,12748.0,0.79,2010-12,10
4334,549281,24,17735.0,30.0,2010-12,5
4335,551014,24,13209.0,13.200000000000001,2010-12,5
4336,550941,2,17109.0,5.1,2011-04,1
4337,578100,8,15814.0,6.64,2011-10,2
4338,568236,8,12820.0,10.0,2011-01,9
4339,573140,6,15955.0,17.700000000000003,2010-12,11
4340,570983,1,14963.0,0.12,2011-06,5
4341,543006,1,17975.0,4.95,2010-12,3
4342,548703,2,16010.0,5.9,2010-12,5
4343,552357,4,18219.0,31.8,2010-12,6
4344,577782,1,16549.0,2.55,2011-01,11
4345,538839,1,14606.0,4.95,2010-12,1
4346,570598,2,14175.0,16.5,2011-01,10
4347,568228,24,15358.0,10.08,2010-12,10
4348,555853,20,14375.0,25.0,2011-06,1
4349,565915,10,15752.0,4.2,2010-12,10
4350,563661,10,13048.0,37.5,2011-01,8
4351,564056,2,14387.0,13.9,2011-08,1
4352,573666,2,15977.0,8.5,2011-10,1
4353,542865,3,12929.0,14.850000000000001,2011-02,1
4354,538378,1,14577.0,3.75,2010-12,1
4355,572617,10,18272.0,19.5,2011-04,7
4356,559673,6,13224.0,29.700000000000003,2011-07,1
4357,555577,6,15301.0,19.5,2010-12,7
4358,553088,24,16180.0,13.200000000000001,2011-04,2
4359,558076,24,14031.0,142.8,2010-12,7
4360,569026,1,16101.0,12.5,2011-09,1
4361,566290,24,14456.0,30.0,2011-07,3
4362,548711,2,18116.0,2.5,2010-12,5
4363,556732,2,15039.0,8.3,2010-12,7
4364,544293,1,17954.0,1.65,2010-12,3
4365,552816,12,15521.0,5.04,2011-03,3
4366,536742,1,16916.0,3.75,2010-12,1
4367,578400,6,12748.0,7.5,2010-12,12
4368,557631,10,18229.0,16.5,2011-01,6
4369,574892,6,14700.0,8.7,2011-04,8
4370,578676,2,16016.0,5.9,2010-12,12
4371,555525,20,14709.0,41.6,2010-12,7
4372,552724,12,13418.0,59.400000000000006,2010-12,6
4373,566629,20,15622.0,41.6,2011-03,7
4374,569046,48,14422.0,20.16,2011-03,7
4375,541266,1,15673.0,5.95,2011-01,1
4376,568658,50,18242.0,207.50000000000003,2011-05,5
4377,563432,2,16713.0,13.5,2010-12,9
4378,547569,4,17491.0,39.8,2011-01,3
4379,559884,12,16843.0,23.4,2011-01,7
4380,537859,2,14030.0,2.5,2010-12,1
4381,554353,96,14258.0,61.44,2011-01,5
4382,574923,1,17757.0,1.25,2010-12,12
4383,559894,1,14159.0,1.25,2010-12,8
4384,579571,6,16657.0,10.14,2011-03,9
4385,547670,2,16769.0,15.9,2011-03,1
4386,546084,8,14112.0,10.0,2011-03,1
4387,569846,12,13422.0,19.799999999999997,2011-10,1
4388,563253,16,15218.0,79.2,2011-01,8
4389,555705,3,14713.0,4.949999999999999,2010-12,7
4390,572318,2,15436.0,2.5,2011-04,7
4391,538626,2,17338.0,5.9,2010-12,1
4392,558355,2,13614.0,13.9,2011-06,1
4393,537421,5,17218.0,4.25,2010-12,1
4394,540915,16,13267.0,27.04,2010-12,2
4395,564304,1,14527.0,6.75,2010-12,9
4396,542241,1,16409.0,2.1,2011-01,1
4397,543133,6,15235.0,22.5,2010-12,3
4398,561066,1,16710.0,1.95,2010-12,8
4399,554098,24,14769.0,20.4,2010-12,6
4400,548148,1,17931.0,3.75,2011-03,1
4401,565769,2,16175.0,19.9,2011-04,6
4402,543740,192,15311.0,203.52,2010-12,3
4403,544106,4,14530.0,10.2,2011-02,1
4404,567093,36,17144.0,14.040000000000001,2011-09,1
4405,542662,24,18145.0,13.200000000000001,2011-01,1
4406,566759,2,16210.0,19.9,2010-12,10
4407,574683,1,16372.0,1.25,2011-11,1
4408,552444,4,17634.0,5.0,2011-01,5
4409,568094,12,15807.0,10.2,2011-09,1
4410,540013,2,16255.0,5.1,2010-12,2
4411,569257,96,18102.0,143.04,2010-12,11
4412,560579,1,15867.0,3.25,2010-12,8
4413,547223,2,12867.0,3.3,2010-12,4
4414,557258,6,12951.0,25.5,2011-01,6
4415,542084,5,14680.0,6.25,2010-12,2
4416,566244,12,15502.0,25.200000000000003,2010-12,10
4417,571965,1,17238.0,2.55,2010-12,11
4418,580289,12,15856.0,24.96,2010-12,13
4419,565445,1,13548.0,4.95,2011-04,6
4420,566307,12,14307.0,34.68,2010-12,10
4421,545687,8,17769.0,6.8,2011-01,3
4422,536597,1,18011.0,0.85,2010-12,1
4423,557949,12,15530.0,10.2,2011-04,3
4424,568947,36,14696.0,15.12,2010-12,10
4425,559549,1,13230.0,4.65,2011-01,7
4426,552285,1,14684.0,4.15,2010-12,6
4427,571080,4,13719.0,15.0,2011-04,7
4428,562847,4,16245.0,15.0,2011-03,6
4429,555340,4,13334.0,7.8,2011-02,5
4430,567454,6,15839.0,15.299999999999999,2011-07,3
4431,578519,36,14591.0,6.84,2011-05,7
4432,571055,96,14975.0,40.32,2011-10,1
4433,569215,2,13571.0,4.2,2011-03,8
4434,560580,52,14088.0,215.8,2011-01,7
4435,544921,12,17090.0,15.0,2011-02,1
4436,558879,6,12921.0,17.700000000000003,2010-12,8
4437,575337,1,17867.0,1.25,2011-02,10
4438,541588,6,14307.0,15.299999999999999,2010-12,2
4439,567628,6,14060.0,45.900000000000006,2010-12,10
4440,540022,12,17188.0,35.400000000000006,2010-12,2
4441,579941,25,16496.0,10.5,2011-01,12
4442,536685,6,17850.0,15.299999999999999,2010-12,1
4443,571044,6,14421.0,15.299999999999999,2011-05,6
4444,537458,24,17091.0,50.400000000000006,2010-12,1
4445,553484,80,14513.0,52.0,2011-02,4
4446,538097,24,15192.0,15.600000000000001,2010-12,1
4447,564850,12,17298.0,9.959999999999999,2011-08,1
4448,540979,9,15727.0,18.900000000000002,2010-12,2
4449,562711,1,16788.0,0.85,2011-03,6
4450,554977,2,16444.0,10.9,2011-03,3
4451,566049,2,15730.0,15.9,2011-05,5
4452,574956,18,16732.0,53.1,2011-11,1
4453,550784,6,13269.0,9.899999999999999,2010-12,5
4454,548659,24,13418.0,10.08,2010-12,5
4455,578088,1,16376.0,0.42,2011-11,1
4456,552554,8,12843.0,5.2,2011-03,3
4457,555479,24,15189.0,130.8,2011-01,6
4458,538368,1,15503.0,9.95,2010-12,1
4459,572288,12,17377.0,5.04,2010-12,11
4460,537042,1,13838.0,3.75,2010-12,1
4461,581118,12,15136.0,19.799999999999997,2011-09,4
4462,567186,6,17073.0,15.299999999999999,2011-08,2
4463,578684,6,16856.0,17.700000000000003,2011-11,1
4464,568191,2,16655.0,9.9,2011-01,9
4465,540095,4,14553.0,7.8,2011-01,1
4466,545462,6,17567.0,29.700000000000003,2010-12,4
4467,544657,2,14895.0,15.9,2011-02,1
4468,566291,1,12965.0,2.1,2011-09,1
4469,547910,8,14159.0,3.36,2010-12,4
4470,574840,1,12748.0,2.89,2010-12,12
4471,572552,6,14096.0,14.76,2011-08,3
4472,544286,2,13151.0,9.9,2011-02,1
4473,561099,3,14100.0,14.850000000000001,2011-07,1
4474,560690,12,16807.0,10.2,2011-03,5
4475,540994,12,13089.0,7.800000000000001,2010-12,2
4476,551501,40,16422.0,102.0,2010-12,5
4477,570852,12,13078.0,30.599999999999998,2010-12,11
4478,561867,1,16931.0,0.65,2010-12,8
4479,562558,4,13451.0,5.8,2011-01,8
4480,538356,48,14062.0,60.0,2010-12,1
4481,574934,2,16717.0,16.5,2010-12,12
4482,549567,2,13632.0,5.9,2011-04,1
4483,549571,12,15655.0,15.0,2011-04,1
4484,554281,4,18160.0,19.8,2011-05,1
4485,572287,2,15584.0,16.5,2011-06,5
4486,552446,5,16729.0,6.25,2011-04,2
4487,569714,1,18033.0,0.85,2011-10,1
4488,548158,3,15906.0,38.25,2011-03,1
4489,545447,12,17426.0,10.2,2011-03,1
4490,573405,3,13822.0,1.9500000000000002,2011-10,1
4491,563168,12,16045.0,45.0,2011-02,7
4492,541684,3,15498.0,5.85,2010-12,2
4493,552273,48,13021.0,40.8,2010-12,6
4494,550320,2,12748.0,1.1,2010-12,5
4495,541003,4,15835.0,15.0,2011-01,1
4496,577337,1,15494.0,1.25,2011-08,4
4497,536643,2,14390.0,7.5,2010-12,1
4498,538198,6,17827.0,17.700000000000003,2010-12,1
4499,554628,1,15039.0,2.95,2010-12,6
4500,578480,12,15502.0,59.400000000000006,2010-12,12
4501,546670,3,13451.0,4.47,2011-01,3
4502,574749,6,15150.0,15.299999999999999,2011-03,9
4503,570091,24,15632.0,15.600000000000001,2011-03,8
4504,579293,3,14419.0,3.75,2010-12,12
4505,565859,6,16818.0,17.700000000000003,2011-05,5
4506,552544,24,13320.0,6.959999999999999,2011-05,1
4507,562377,7,14535.0,55.65,2011-04,5
4508,563264,4,13720.0,15.0,2011-03,6
4509,568324,2,16778.0,17.0,2011-09,1
4510,573364,1,14710.0,1.69,2011-10,1
4511,563435,24,16131.0,6.959999999999999,2011-04,5
4512,542272,16,16496.0,13.6,2011-01,1
4513,557524,1,12748.0,3.75,2010-12,7
4514,550775,8,15805.0,13.52,2010-12,5
4515,577522,1,15988.0,10.75,2011-11,1
4516,576217,1,17081.0,8.25,2011-10,2
4517,547055,3,16444.0,4.949999999999999,2011-03,1
4518,574444,2,18122.0,1.66,2011-07,5
4519,563858,6,18170.0,17.700000000000003,2011-05,4
4520,548707,2,13781.0,3.38,2011-04,1
4521,577076,1,14362.0,4.25,2011-11,1
4522,575299,10,14691.0,70.8,2011-05,7
4523,542241,1,16409.0,3.75,2011-01,1
4524,565386,12,17997.0,9.0,2011-06,4
4525,570488,1,14096.0,5.79,2011-08,3
4526,561331,2,16809.0,4.16,2011-03,5
4527,546990,10,14315.0,19.5,2011-03,1
4528,557283,6,16813.0,5.1,2011-05,2
4529,558441,1,14606.0,5.95,2010-12,7
4530,571031,2,15005.0,25.5,2010-12,11
4531,566913,4,17602.0,6.6,2011-01,9
4532,560555,1,14178.0,0.39,2011-06,2
4533,577052,12,17397.0,23.4,2011-11,1
4534,580301,12,15271.0,19.799999999999997,2010-12,13
4535,571717,1,14381.0,1.65,2011-10,1
4536,556495,1,18069.0,4.15,2011-01,6
4537,578270,1,14096.0,7.46,2011-08,4
4538,540984,1,14167.0,1.95,2011-01,1
4539,566408,2,16984.0,2.9,2011-08,2
4540,571741,12,15610.0,15.0,2011-10,1
4541,579456,1,13428.0,0.39,2011-11,1
4542,552296,12,15518.0,10.2,2011-01,5
4543,544657,4,14895.0,15.8,2011-02,1
4544,551520,3,13301.0,3.75,2011-02,4
4545,574025,84,12748.0,17.64,2010-12,12
4546,570245,12,14415.0,17.4,2010-12,11
4547,546748,5,15182.0,19.75,2011-03,1
4548,579525,72,15113.0,46.800000000000004,2011-10,2
4549,579541,2,14653.0,3.3,2011-01,11
4550,581345,2,17315.0,2.5,2010-12,13
4551,566581,5,16081.0,2.75,2010-12,10
4552,576931,12,13028.0,15.0,2011-10,2
4553,552963,10,16743.0,16.5,2010-12,6
4554,540288,2,17634.0,5.9,2011-01,1
4555,561519,1,17870.0,1.25,2011-07,1
4556,557220,12,14776.0,24.96,2011-01,6
4557,570638,2,17888.0,20.8,2010-12,11
4558,574866,5,12748.0,2.1,2010-12,12
4559,576076,25,14382.0,10.5,2011-11,1
4560,561650,12,15329.0,15.0,2011-06,2
4561,555203,7,17191.0,8.75,2010-12,7
4562,571672,8,13880.0,39.6,2011-02,9
4563,539088,12,13093.0,35.400000000000006,2010-12,1
4564,546242,8,16743.0,3.12,2010-12,4
4565,576769,10,13575.0,16.5,2011-06,6
4566,575611,25,17861.0,10.5,2011-01,11
4567,572224,12,16558.0,10.2,2010-12,11
4568,567675,1,15351.0,1.65,2010-12,10
4569,550341,12,13018.0,15.0,2011-02,3
4570,579301,1,18118.0,4.95,2010-12,12
4571,570197,1,13755.0,0.85,2011-10,1
4572,579472,1,13521.0,7.95,2011-11,1
4573,570103,4,15719.0,8.32,2011-01,10
4574,545661,20,15358.0,17.0,2010-12,4
4575,560251,1,17774.0,4.95,2011-02,6
4576,571486,1,17612.0,9.95,2011-02,9
4577,567338,25,14146.0,10.5,2010-12,10
4578,580276,5,16426.0,0.95,2011-03,10
4579,575117,1,12748.0,2.1,2010-12,12
4580,574732,24,13523.0,30.0,2010-12,12
4581,558432,24,17730.0,30.0,2011-01,6
4582,553369,2,15044.0,25.5,2010-12,6
4583,549583,12,15214.0,7.800000000000001,2011-04,1
4584,561076,6,17696.0,59.699999999999996,2010-12,8
4585,570488,1,14096.0,2.92,2011-08,3
4586,574659,1,16942.0,1.65,2011-04,8
4587,553050,10,15498.0,16.5,2010-12,6
4588,576592,2,13614.0,11.9,2011-06,6
4589,571292,2,15311.0,2.5,2010-12,11
4590,551558,2,17841.0,3.3,2010-12,6
4591,553488,3,18043.0,4.949999999999999,2010-12,6
4592,574863,7,15719.0,14.56,2011-01,11
4593,543373,10,16945.0,19.5,2010-12,3
4594,548739,1,15493.0,4.25,2011-03,2
4595,541844,3,16931.0,8.850000000000001,2010-12,2
4596,560754,25,17754.0,10.5,2011-03,5
4597,580395,12,17629.0,15.0,2010-12,13
4598,569302,10,16205.0,3.9000000000000004,2011-06,5
4599,542470,12,14133.0,17.4,2011-01,1
4600,539654,18,17340.0,22.5,2010-12,1
4601,568527,25,13178.0,10.5,2010-12,10
4602,537624,4,12748.0,3.4,2010-12,1
4603,544056,2,13004.0,17.9,2010-12,3
4604,538172,12,15805.0,15.0,2010-12,1
4605,564419,20,16093.0,17.0,2011-08,1
4606,579093,12,13081.0,35.400000000000006,2010-12,12
4607,548484,2,13571.0,2.5,2011-03,1
4608,536500,7,17377.0,20.650000000000002,2010-12,1
4609,569664,3,18237.0,14.850000000000001,2011-07,4
4610,571062,1,16773.0,1.25,2011-10,1
4611,578029,12,16985.0,17.4,2010-12,12
4612,559048,480,13027.0,192.0,2010-12,8
4613,561893,1,12942.0,2.1,2010-12,8
4614,544068,3,16431.0,2.55,2011-02,1
4615,561917,1,16904.0,4.15,2010-12,9
4616,558643,20,13534.0,41.6,2010-12,8
4617,541919,6,14334.0,17.700000000000003,2010-12,2
4618,538811,20,13178.0,33.0,2010-12,1
4619,578262,2,18283.0,5.9,2011-01,11
4620,553685,2,18097.0,25.5,2011-01,5
4621,564355,4,13507.0,19.8,2011-07,2
4622,561236,36,15159.0,6.84,2010-12,8
4623,537467,5,16059.0,10.5,2010-12,1
4624,554929,24,13018.0,30.0,2011-02,4
4625,544095,4,16509.0,19.8,2011-02,1
4626,555396,3,16529.0,14.850000000000001,2011-06,1
4627,547065,6,17068.0,17.700000000000003,2010-12,4
4628,565413,6,18223.0,17.700000000000003,2010-12,10
4629,550901,12,13389.0,5.04,2011-04,1
4630,566847,2,15005.0,5.1,2010-12,10
4631,543382,4,14030.0,5.0,2010-12,3
4632,556113,2,13510.0,15.9,2011-06,1
4633,545073,2,14036.0,25.5,2011-02,1
4634,579885,6,15444.0,8.7,2011-10,2
4635,546635,3,16392.0,7.6499999999999995,2011-03,1
4636,536569,1,16274.0,3.75,2010-12,1
4637,551655,3,17757.0,14.850000000000001,2010-12,6
4638,546537,6,15005.0,5.1,2010-12,4
4639,550360,4,14978.0,19.8,2011-01,4
4640,577985,25,15116.0,10.5,2011-05,7
4641,541564,1,16904.0,0.55,2010-12,2
4642,559673,10,13224.0,67.5,2011-07,1
4643,578016,2,14506.0,4.2,2010-12,12
4644,569638,12,16140.0,10.2,2010-12,11
4645,549128,2,16713.0,7.5,2010-12,5
4646,577729,36,15179.0,14.040000000000001,2011-01,11
4647,553347,12,14755.0,10.2,2011-01,5
4648,555854,1,12748.0,2.95,2010-12,7
4649,554502,2,14289.0,15.9,2011-02,4
4650,556245,1,17841.0,3.75,2010-12,7
4651,549844,80,12854.0,135.2,2011-01,4
4652,561502,12,14305.0,15.0,2011-07,1
4653,578192,12,16954.0,102.0,2010-12,12
4654,550784,8,13269.0,30.0,2010-12,5
4655,563572,1,16734.0,3.75,2011-08,1
4656,553125,2,17139.0,16.5,2011-02,4
4657,554549,2,12747.0,19.9,2010-12,6
4658,571441,2,14096.0,3.26,2011-08,3
4659,553383,6,18230.0,12.600000000000001,2011-02,4
4660,569224,1,15701.0,0.55,2011-08,3
4661,543651,12,16306.0,2.52,2010-12,3
4662,544037,3,14961.0,14.850000000000001,2010-12,3
4663,543193,5,13725.0,14.75,2011-02,1
4664,559811,4,13269.0,19.8,2010-12,8
4665,548708,9,13269.0,3.78,2010-12,5
4666,566275,3,16549.0,8.850000000000001,2011-01,9
4667,555500,6,15508.0,17.700000000000003,2011-04,3
4668,577308,3,15088.0,18.75,2011-10,2
4669,543548,12,13706.0,7.800000000000001,2011-02,1
4670,543019,3,17912.0,8.850000000000001,2010-12,3
4671,561025,1,16241.0,1.45,2010-12,8
4672,542503,10,16327.0,16.5,2010-12,2
4673,550971,3,13482.0,17.85,2011-04,1
4674,569406,16,16253.0,20.0,2011-03,8
4675,563268,2,13940.0,15.9,2011-07,2
4676,541521,25,15298.0,10.5,2010-12,2
4677,578153,1,12748.0,3.75,2010-12,12
4678,568712,4,17841.0,3.4,2010-12,10
4679,542419,2,14662.0,3.3,2011-01,1
4680,545462,8,17567.0,13.2,2010-12,4
4681,549446,24,17054.0,15.600000000000001,2011-04,1
4682,577106,1,14456.0,1.25,2011-07,5
4683,552183,1,17604.0,1.95,2011-01,5
4684,541280,6,15296.0,15.299999999999999,2011-01,1
4685,536945,1,14083.0,1.25,2010-12,1
4686,562593,2,16549.0,5.9,2011-01,8
4687,560454,4,12947.0,15.0,2010-12,8
4688,549577,6,14286.0,15.299999999999999,2011-04,1
4689,538051,12,18041.0,10.2,2010-12,1
4690,557426,5,15016.0,14.75,2011-06,1
4691,569524,2,14506.0,4.16,2010-12,11
4692,543116,32,17672.0,13.44,2011-02,1
4693,567881,6,15640.0,14.940000000000001,2010-12,10
4694,560453,10,13209.0,16.5,2010-12,8
4695,571461,1,16932.0,1.25,2011-10,1
4696,562574,6,14903.0,15.299999999999999,2011-03,6
4697,546724,1,12845.0,1.25,2011-02,2
4698,574750,12,17164.0,5.04,2011-03,9
4699,546414,1,16768.0,7.95,2011-03,1
4700,575843,1,14446.0,4.15,2011-04,8
4701,556105,6,13466.0,15.299999999999999,2011-06,1
4702,556740,12,17346.0,5.04,2010-12,7
4703,558197,96,14298.0,18.240000000000002,2010-12,7
4704,541968,4,13396.0,31.8,2011-01,1
4705,578055,16,13986.0,20.0,2011-11,1
4706,556670,48,15838.0,79.19999999999999,2011-02,5
4707,543596,1,14898.0,35.95,2010-12,3
4708,567612,12,17164.0,17.4,2011-03,7
4709,547834,60,17937.0,21.599999999999998,2010-12,4
4710,567076,12,15505.0,9.48,2011-07,3
4711,545085,6,15039.0,5.1,2010-12,3
4712,536751,6,17850.0,11.100000000000001,2010-12,1
4713,544792,12,18172.0,71.4,2011-02,1
4714,579001,3,15555.0,4.949999999999999,2010-12,12
4715,574895,6,16570.0,22.5,2011-02,10
4716,543812,1,17472.0,1.25,2011-02,1
4717,555500,3,15508.0,1.26,2011-04,3
4718,571433,24,13015.0,13.200000000000001,2011-04,7
4719,580049,12,13599.0,19.799999999999997,2010-12,13
4720,569575,16,16106.0,13.28,2011-10,1
4721,556484,3,16938.0,3.75,2011-02,5
4722,577504,3,14159.0,8.850000000000001,2010-12,12
4723,573583,6,14167.0,25.5,2011-01,10
4724,562778,12,17591.0,25.200000000000003,2010-12,9
4725,540163,16,13089.0,13.6,2010-12,2
4726,565118,1,15039.0,0.85,2010-12,10
4727,577331,1,14667.0,0.95,2010-12,12
4728,542192,2,14049.0,7.5,2011-01,1
4729,547896,2,17841.0,2.5,2010-12,4
4730,547906,2,14410.0,9.9,2011-02,2
4731,550916,6,17718.0,12.600000000000001,2011-04,1
4732,546542,2,13263.0,2.5,2011-01,3
4733,561648,5,15746.0,18.75,2011-07,1
4734,559168,1,13263.0,7.95,2011-01,7
4735,538660,6,15808.0,22.5,2010-12,1
4736,574536,1,15707.0,0.55,2011-09,3
4737,540372,12,13081.0,30.599999999999998,2010-12,2
4738,581237,1,15443.0,1.45,2011-01,12
4739,574709,24,17768.0,10.08,2011-06,6
4740,557758,4,17585.0,1.56,2011-01,6
4741,550152,5,17362.0,7.25,2011-02,3
4742,578818,2,17920.0,9.9,2010-12,12
4743,544934,12,13345.0,23.4,2011-02,1
4744,577320,8,13880.0,30.0,2011-02,10
4745,552149,4,13365.0,51.0,2011-05,1
4746,566087,6,13319.0,25.5,2010-12,10
4747,539333,6,13627.0,17.700000000000003,2010-12,1
4748,549983,2,16348.0,13.5,2011-04,1
4749,548156,1,14871.0,2.25,2010-12,4
4750,553860,3,17841.0,2.4899999999999998,2010-12,6
4751,539981,10,13304.0,19.5,2010-12,1
4752,574474,2,17979.0,2.5,2011-03,9
4753,562652,6,14844.0,12.600000000000001,2011-04,5
4754,568066,1,14529.0,1.65,2011-08,2
4755,577324,3,16463.0,14.850000000000001,2011-05,7
4756,574958,12,14050.0,19.799999999999997,2011-08,4
4757,579520,1,12748.0,7.95,2010-12,12
4758,555573,3,15349.0,7.6499999999999995,2011-06,1
4759,578036,1,16474.0,0.85,2011-07,5
4760,544903,6,18065.0,17.700000000000003,2010-12,3
4761,546644,24,15932.0,19.919999999999998,2011-02,2
4762,539502,6,14099.0,15.299999999999999,2010-12,1
4763,551439,2,14758.0,11.9,2011-03,2
4764,558196,4,16033.0,10.2,2010-12,7
4765,572703,2,16110.0,17.0,2011-02,9
4766,559813,6,18272.0,25.5,2011-04,4
4767,571715,1,17576.0,4.15,2010-12,11
4768,568542,2,16750.0,7.5,2011-04,6
4769,572227,5,15051.0,4.25,2011-07,4
4770,561874,24,16255.0,30.0,2010-12,8
4771,558104,3,13668.0,4.949999999999999,2010-12,7
4772,567184,2,16033.0,4.2,2010-12,10
