CustomerID,Recency,Frequency,MonetaryValue,Tenure,R,F,M,RFM_Segment,RFM_Score
13618,174,4,38.26,174,1,1,1,111,3.0
13621,117,2,32.4,117,2,1,1,211,4.0
13623,31,18,183.04999999999998,298,3,3,3,333,9.0
13626,253,3,45.199999999999996,253,1,1,1,111,3.0
13627,60,18,298.43000000000006,358,2,3,3,233,8.0
13629,24,16,2480.76,339,3,3,4,334,10.0
13630,6,17,403.99,286,4,3,4,434,11.0
13631,207,1,100.0,207,1,1,2,112,4.0
13632,25,25,363.81,244,3,4,4,344,11.0
13634,34,33,352.33,328,3,4,4,344,11.0
13635,68,15,243.23000000000002,68,2,3,3,233,8.0
13636,37,13,185.0,261,3,3,3,333,9.0
13637,53,29,256.25,227,2,4,3,243,9.0
13638,16,3,38.1,16,4,1,1,411,6.0
13639,75,10,270.78,75,2,3,3,233,8.0
13642,216,9,51.07,216,1,2,1,121,4.0
13643,32,8,152.7,99,3,2,3,323,8.0
13644,17,33,639.34,106,4,4,4,444,12.0
13645,121,1,19.9,121,2,1,1,211,4.0
13647,10,13,240.56,235,4,3,3,433,10.0
13649,257,1,15.299999999999999,257,1,1,1,111,3.0
13650,17,26,461.91999999999996,268,4,4,4,444,12.0
13652,46,9,170.68,257,3,2,3,323,8.0
13654,44,27,442.9399999999999,274,3,4,4,344,11.0
13655,115,12,190.16,242,2,3,3,233,8.0
13656,165,7,62.11999999999999,338,1,2,2,122,5.0
13657,11,2,22.8,202,4,1,1,411,6.0
13658,10,12,244.46,205,4,3,3,433,10.0
13659,206,18,268.33,321,1,3,3,133,7.0
13662,86,8,134.84,260,2,2,2,222,6.0
13663,180,1,5.04,180,1,1,1,111,3.0
13666,61,2,12.55,288,2,1,1,211,4.0
13667,150,19,53.94000000000001,150,1,3,1,131,5.0
13668,3,93,1320.5700000000006,363,4,4,4,444,12.0
13669,51,3,60.45,150,3,1,2,312,6.0
13670,76,3,59.94,76,2,1,2,212,5.0
13673,19,14,110.92000000000002,33,4,3,2,432,9.0
13675,152,9,167.04000000000002,285,1,2,3,123,6.0
13678,152,2,11.64,152,1,1,1,111,3.0
13680,2,30,983.16,340,4,4,4,444,12.0
13681,18,12,177.88,156,4,3,3,433,10.0
13682,188,2,42.5,188,1,1,1,111,3.0
13684,286,8,14.799999999999999,286,1,2,1,121,4.0
13685,4,8,754.27,61,4,2,4,424,10.0
13686,183,1,8.5,183,1,1,1,111,3.0
13689,64,2,358.0,64,2,1,4,214,7.0
13690,60,2,32.7,60,2,1,1,211,4.0
13692,25,8,324.90000000000003,237,3,2,3,323,8.0
13694,4,115,12768.029999999995,359,4,4,4,444,12.0
13695,32,14,305.27,214,3,3,3,333,9.0
13697,39,4,48.32,39,3,1,1,311,5.0
13699,156,3,63.6,156,1,1,2,112,4.0
13700,27,48,495.37999999999994,328,3,4,4,344,11.0
13703,319,1,99.5,319,1,1,2,112,4.0
13704,6,18,320.96999999999997,88,4,3,3,433,10.0
13705,8,3,99.36000000000001,145,4,1,2,412,7.0
13706,303,4,41.10000000000001,303,1,1,1,111,3.0
13707,268,5,110.44999999999999,316,1,2,2,122,5.0
13708,272,17,88.43,272,1,3,2,132,6.0
13709,4,62,1458.9300000000003,316,4,4,4,444,12.0
13710,32,2,23.28,32,3,1,1,311,5.0
13711,219,4,88.19,219,1,1,2,112,4.0
13712,247,1,15.0,247,1,1,1,111,3.0
13715,282,24,198.25000000000003,363,1,4,3,143,8.0
13716,270,5,25.849999999999998,270,1,2,1,121,4.0
13717,33,16,204.65999999999997,299,3,3,3,333,9.0
13718,247,3,73.1,296,1,1,2,112,4.0
13719,16,15,278.09000000000003,235,4,3,3,433,10.0
13720,117,8,118.1,255,2,2,2,222,6.0
13721,37,6,127.95,37,3,2,2,322,7.0
13722,132,16,437.44000000000005,283,2,3,4,234,9.0
13723,218,1,19.75,218,1,1,1,111,3.0
13725,50,14,215.95000000000002,309,3,3,3,333,9.0
13726,39,12,349.94,101,3,3,4,334,10.0
13727,29,7,103.85,34,3,2,2,322,7.0
13728,37,11,187.7,311,3,3,3,333,9.0
13730,136,13,288.47,162,2,3,3,233,8.0
13731,220,12,215.51999999999998,247,1,3,3,133,7.0
13732,29,4,71.4,29,3,1,2,312,6.0
13735,25,44,720.4899999999999,235,3,4,4,344,11.0
13736,6,28,84.36000000000001,261,4,4,2,442,10.0
13737,201,8,46.45,201,1,2,1,121,4.0
13740,241,3,30.479999999999997,241,1,1,1,111,3.0
13741,72,8,153.21,218,2,2,3,223,7.0
13742,17,59,569.5099999999999,321,4,4,4,444,12.0
13743,3,7,275.88,260,4,2,3,423,9.0
13744,96,18,301.48,293,2,3,3,233,8.0
13745,163,7,111.71999999999998,163,1,2,2,122,5.0
13748,96,7,215.14999999999998,247,2,2,3,223,7.0
13750,54,8,467.07000000000005,297,2,2,4,224,8.0
13751,289,2,169.2,289,1,1,3,113,5.0
13752,156,16,204.57999999999998,247,1,3,3,133,7.0
13753,288,4,63.9,288,1,1,2,112,4.0
13754,318,3,45.3,318,1,1,1,111,3.0
13755,4,68,520.7699999999999,64,4,4,4,444,12.0
13756,3,23,831.33,361,4,4,4,444,12.0
13758,39,17,423.65000000000003,335,3,3,4,334,10.0
13759,72,8,282.44,72,2,2,3,223,7.0
13760,55,8,30.04,257,2,2,1,221,5.0
13761,51,11,162.09,180,3,3,3,333,9.0
13762,219,1,30.0,219,1,1,1,111,3.0
13763,64,2,281.52,64,2,1,3,213,6.0
13764,71,27,154.42999999999998,338,2,4,3,243,9.0
13767,26,72,2940.199999999999,365,3,4,4,344,11.0
13769,3,25,729.2600000000001,327,4,4,4,444,12.0
13771,65,18,331.9,248,2,3,3,233,8.0
13772,34,35,212.14999999999998,240,3,4,3,343,10.0
13774,82,4,62.349999999999994,82,2,1,2,212,5.0
13777,9,32,4401.259999999999,311,4,4,4,444,12.0
13778,104,1,27.25,104,2,1,1,211,4.0
13780,8,12,62.31,171,4,3,2,432,9.0
13781,251,6,37.830000000000005,251,1,2,1,121,4.0
13782,13,26,227.92000000000007,328,4,4,3,443,11.0
13784,219,2,55.800000000000004,219,1,1,1,111,3.0
13787,76,5,13.89,76,2,2,1,221,5.0
13790,5,8,85.26,5,4,2,2,422,8.0
13791,128,3,648.0,169,2,1,4,214,7.0
13792,67,2,38.4,288,2,1,1,211,4.0
13798,3,75,8167.579999999999,365,4,4,4,444,12.0
13799,117,7,136.3,295,2,2,2,222,6.0
13800,310,8,151.8,310,1,2,3,123,6.0
13801,67,2,30.299999999999997,67,2,1,1,211,4.0
13802,139,14,1114.98,312,2,3,4,234,9.0
13803,256,3,57.7,256,1,1,1,111,3.0
13804,31,21,374.92,290,3,3,4,334,10.0
13805,53,4,303.40000000000003,130,2,1,3,213,6.0
13808,6,12,339.7,97,4,3,4,434,11.0
13819,302,8,241.8,320,1,2,3,123,6.0
13821,145,13,77.69,262,1,3,2,132,6.0
13822,41,23,93.59000000000002,41,3,4,2,342,9.0
13823,19,12,341.55,92,4,3,4,434,11.0
13824,242,8,216.5,311,1,2,3,123,6.0
13826,177,1,25.5,177,1,1,1,111,3.0
13827,58,17,76.18,144,2,3,2,232,7.0
13828,23,1,10.2,23,3,1,1,311,5.0
13831,17,18,367.90999999999997,201,4,3,4,434,11.0
13832,20,1,19.799999999999997,20,3,1,1,311,5.0
13833,160,6,97.7,160,1,2,2,122,5.0
13835,26,9,160.18,216,3,2,3,323,8.0
13837,212,2,8.5,318,1,1,1,111,3.0
13838,6,30,106.15000000000002,118,4,4,2,442,10.0
13842,59,41,664.89,337,2,4,4,244,10.0
13844,12,5,111.10000000000001,12,4,2,2,422,8.0
13846,25,14,242.45000000000002,361,3,3,3,333,9.0
13848,298,1,85.0,298,1,1,2,112,4.0
13849,52,25,401.78,171,2,4,4,244,10.0
13850,130,19,308.63,130,2,3,3,233,8.0
13851,96,17,366.53999999999996,289,2,3,4,234,9.0
13853,58,4,139.39999999999998,58,2,1,3,213,6.0
13854,9,18,1367.8900000000003,358,4,3,4,434,11.0
13856,169,3,112.8,204,1,1,2,112,4.0
13858,58,3,50.370000000000005,58,2,1,1,211,4.0
13859,327,8,50.089999999999996,327,1,2,1,121,4.0
13860,2,18,294.94,87,4,3,3,433,10.0
13862,19,22,390.55,333,4,4,4,444,12.0
13863,248,4,60.18,248,1,1,2,112,4.0
13865,59,7,121.82,290,2,2,2,222,6.0
13866,75,1,24.900000000000002,75,2,1,1,211,4.0
13867,32,11,180.56,219,3,3,3,333,9.0
13868,39,5,108.05000000000001,39,3,2,2,322,7.0
13869,124,63,674.3799999999997,358,2,4,4,244,10.0
13870,3,28,563.3299999999999,288,4,4,4,444,12.0
13871,23,54,997.1599999999999,309,3,4,4,344,11.0
13873,120,2,47.7,120,2,1,1,211,4.0
13874,359,4,227.64999999999998,359,1,1,3,113,5.0
13875,54,27,442.64,302,2,4,4,244,10.0
13876,64,3,58.6,64,2,1,1,211,4.0
13878,55,9,313.42,55,2,2,3,223,7.0
13880,22,30,708.8299999999999,297,3,4,4,344,11.0
13881,26,31,2785.21,312,3,4,4,344,11.0
13882,3,17,284.74,65,4,3,3,433,10.0
13883,11,28,527.69,254,4,4,4,444,12.0
13884,8,12,171.50000000000003,284,4,3,3,433,10.0
13885,201,3,64.7,201,1,1,2,112,4.0
13886,72,3,39.7,72,2,1,1,211,4.0
13887,205,5,78.96000000000001,205,1,2,2,122,5.0
13888,120,11,160.51,219,2,3,3,233,8.0
13889,93,5,133.7,93,2,2,2,222,6.0
13890,2,14,246.53999999999996,359,4,3,3,433,10.0
13892,65,5,105.4,65,2,2,2,222,6.0
13893,298,5,84.80000000000001,298,1,2,2,122,5.0
13894,24,4,65.4,311,3,1,2,312,6.0
13895,29,23,539.74,165,3,4,4,344,11.0
13897,51,5,74.9,51,3,2,2,322,7.0
13898,326,2,29.85,326,1,1,1,111,3.0
13899,275,3,78.9,275,1,1,2,112,4.0
13900,193,7,121.22000000000001,263,1,2,2,122,5.0
13901,73,27,496.62000000000006,257,2,4,4,244,10.0
13904,38,3,50.4,295,3,1,1,311,5.0
13908,80,26,491.82,277,2,4,4,244,10.0
13911,58,31,473.53999999999996,309,2,4,4,244,10.0
13914,12,3,67.86,12,4,1,2,412,7.0
13917,50,3,17.04,192,3,1,1,311,5.0
13918,50,4,106.30000000000001,254,3,1,2,312,6.0
13922,352,2,51.75,352,1,1,1,111,3.0
13923,54,6,98.42000000000002,54,2,2,2,222,6.0
13924,2,23,337.24000000000007,73,4,4,4,444,12.0
13925,122,10,142.47,135,2,3,3,233,8.0
13926,24,1,20.4,24,3,1,1,311,5.0
13927,75,3,47.2,75,2,1,1,211,4.0
13928,11,6,91.32,134,4,2,2,422,8.0
13929,170,2,433.7,327,1,1,4,114,6.0
13930,58,2,30.6,137,2,1,1,211,4.0
13931,96,16,280.90000000000003,281,2,3,3,233,8.0
13933,110,3,77.1,149,2,1,2,212,5.0
13934,264,10,219.25,264,1,3,3,133,7.0
13936,180,7,112.53999999999999,180,1,2,2,122,5.0
13937,170,2,50.39999999999999,170,1,1,1,111,3.0
13938,36,3,21.939999999999998,36,3,1,1,311,5.0
13939,24,13,149.91,312,3,3,3,333,9.0
13940,18,7,141.54000000000002,145,4,2,3,423,9.0
13941,22,6,547.2,298,3,2,4,324,9.0
13946,202,2,131.39999999999998,268,1,1,2,112,4.0
13947,66,1,19.799999999999997,66,2,1,1,211,4.0
13948,361,1,46.8,361,1,1,1,111,3.0
13949,3,30,454.94000000000005,95,4,4,4,444,12.0
13950,12,3,55.08,74,4,1,1,411,6.0
13951,177,7,115.38,295,1,2,2,122,5.0
13952,218,32,722.0599999999998,239,1,4,4,144,9.0
13953,8,3,795.0,211,4,1,4,414,9.0
13954,2,9,176.5,71,4,2,3,423,9.0
13955,155,9,72.98000000000002,306,1,2,2,122,5.0
13956,6,32,266.47999999999996,272,4,4,3,443,11.0
13959,80,19,142.96000000000004,363,2,3,3,233,8.0
13960,22,2,24.660000000000004,22,3,1,1,311,5.0
13962,246,1,15.299999999999999,246,1,1,1,111,3.0
13963,309,3,45.2,340,1,1,1,111,3.0
13967,146,1,45.0,146,1,1,1,111,3.0
13969,8,129,1970.9699999999998,323,4,4,4,444,12.0
13971,19,26,467.36,286,4,4,4,444,12.0
13972,202,3,53.9,202,1,1,1,111,3.0
13973,288,5,177.2,288,1,2,3,123,6.0
13974,50,3,39.96,50,3,1,1,311,5.0
13975,32,63,433.75000000000017,277,3,4,4,344,11.0
13978,46,3,63.32000000000001,46,3,1,2,312,6.0
13979,74,15,227.0,74,2,3,3,233,8.0
13980,61,4,91.66,61,2,1,2,212,5.0
13982,40,15,325.34999999999997,327,3,3,3,333,9.0
13983,30,23,826.94,327,3,4,4,344,11.0
13984,326,1,11.8,326,1,1,1,111,3.0
13985,5,68,1406.42,265,4,4,4,444,12.0
13986,18,3,58.129999999999995,18,4,1,1,411,6.0
13988,20,42,661.7399999999999,255,3,4,4,344,11.0
13989,66,11,316.6,240,2,3,3,233,8.0
13990,214,3,54.550000000000004,214,1,1,1,111,3.0
13991,13,21,195.13000000000002,144,4,3,3,433,10.0
13992,31,1,20.0,31,3,1,1,311,5.0
13993,43,14,541.28,331,3,3,4,334,10.0
13994,4,26,467.0399999999999,149,4,4,4,444,12.0
13995,57,14,217.43,246,2,3,3,233,8.0
13999,11,27,588.9800000000001,362,4,4,4,444,12.0
14000,212,3,60.0,212,1,1,2,112,4.0
14001,46,8,496.20000000000005,233,3,2,4,324,9.0
14002,135,5,70.28,157,2,2,2,222,6.0
14004,44,37,1170.75,289,3,4,4,344,11.0
14005,10,22,697.3600000000001,216,4,4,4,444,12.0
14006,116,6,196.32,313,2,2,3,223,7.0
14009,199,11,199.10999999999996,206,1,3,3,133,7.0
14012,278,3,104.4,278,1,1,2,112,4.0
14013,111,6,82.38,276,2,2,2,222,6.0
14014,78,4,28.240000000000002,78,2,1,1,211,4.0
14015,53,4,189.42000000000002,53,2,1,3,213,6.0
14019,47,8,204.85,139,3,2,3,323,8.0
14020,17,7,119.05999999999999,89,4,2,2,422,8.0
14021,156,8,218.84999999999997,257,1,2,3,123,6.0
14022,226,6,64.86,226,1,2,2,122,5.0
14023,8,6,110.5,251,4,2,2,422,8.0
14024,122,4,66.15,125,2,1,2,212,5.0
14027,61,1,10.2,61,2,1,1,211,4.0
14029,64,1,25.5,64,2,1,1,211,4.0
14030,19,37,297.68000000000006,306,4,4,3,443,11.0
14031,8,41,2504.6800000000007,338,4,4,4,444,12.0
14032,17,26,484.41999999999996,356,4,4,4,444,12.0
14034,23,23,66.69,158,3,4,2,342,9.0
14035,29,15,275.12,298,3,3,3,333,9.0
14036,285,8,137.0,285,1,2,3,123,6.0
14037,365,4,15.75,365,1,1,1,111,3.0
14038,79,14,237.70000000000005,208,2,3,3,233,8.0
14039,34,3,102.6,34,3,1,2,312,6.0
14040,62,40,696.3,332,2,4,4,244,10.0
14041,267,4,11.799999999999999,267,1,1,1,111,3.0
14044,27,38,118.19000000000004,310,3,4,2,342,9.0
14047,9,3,113.1,200,4,1,2,412,7.0
14048,306,21,95.47,306,1,3,2,132,6.0
14049,17,97,1048.92,318,4,4,4,444,12.0
14050,32,12,184.73,107,3,3,3,333,9.0
14051,1,32,2688.9500000000003,361,4,4,4,444,12.0
14052,20,11,38.99999999999999,20,3,3,1,331,7.0
14054,66,1,9.959999999999999,66,2,1,1,211,4.0
14055,107,2,137.6,107,2,1,3,213,6.0
14056,2,205,1618.4600000000003,285,4,4,4,444,12.0
14057,24,52,1356.9399999999998,361,3,4,4,344,11.0
14059,267,1,23.4,267,1,1,1,111,3.0
14060,5,43,1623.2999999999997,360,4,4,4,444,12.0
14062,10,18,1140.2200000000003,365,4,3,4,434,11.0
14064,30,18,218.71,275,3,3,3,333,9.0
14066,267,2,53.25,267,1,1,1,111,3.0
14067,64,8,73.9,97,2,2,2,222,6.0
14068,321,5,67.80000000000001,321,1,2,2,122,5.0
14071,4,70,296.92999999999995,265,4,4,3,443,11.0
14073,33,3,30.939999999999998,33,3,1,1,311,5.0
14075,5,12,222.12,262,4,3,3,433,10.0
14076,130,8,21.79,130,2,2,1,221,5.0
14077,79,11,111.27,275,2,3,2,232,7.0
14078,102,9,300.4,227,2,2,3,223,7.0
14079,125,3,46.55,125,2,1,1,211,4.0
14081,303,16,98.90000000000002,303,1,3,2,132,6.0
14082,365,5,32.6,365,1,2,1,121,4.0
14083,5,21,153.3,355,4,3,3,433,10.0
14085,3,102,925.3399999999999,362,4,4,4,444,12.0
14087,3,16,56.50999999999999,3,4,3,1,431,8.0
14088,11,141,11812.270000000002,323,4,4,4,444,12.0
14089,57,4,79.45,57,2,1,2,212,5.0
14092,8,34,634.5,359,4,4,4,444,12.0
14093,13,16,91.34999999999998,13,4,3,2,432,9.0
14096,5,1055,13300.099999999991,102,4,4,4,444,12.0
14098,37,6,18.259999999999998,37,3,2,1,321,6.0
14099,17,55,701.93,355,4,4,4,444,12.0
14100,138,6,41.95,138,2,2,1,221,5.0
14101,74,11,2191.94,327,2,3,4,234,9.0
14102,6,16,251.6,45,4,3,3,433,10.0
14104,155,4,93.6,166,1,1,2,112,4.0
14105,240,13,224.73000000000002,240,1,3,3,133,7.0
14107,52,24,498.15999999999997,365,2,4,4,244,10.0
14108,31,4,85.98,102,3,1,2,312,6.0
14109,73,3,55.2,73,2,1,1,211,4.0
14110,4,29,1367.9,267,4,4,4,444,12.0
14112,23,30,537.9000000000001,276,3,4,4,344,11.0
14113,4,6,106.80000000000001,23,4,2,2,422,8.0
14114,274,2,53.699999999999996,331,1,1,1,111,3.0
14116,20,13,245.32000000000002,122,3,3,3,333,9.0
14117,144,1,30.0,144,1,1,1,111,3.0
14121,4,32,631.12,60,4,4,4,444,12.0
14124,85,2,118.08,85,2,1,2,212,5.0
14125,11,29,443.0700000000001,79,4,4,4,444,12.0
14126,11,2,29.400000000000002,11,4,1,1,411,6.0
14127,123,6,92.34,311,2,2,2,222,6.0
14128,61,12,184.22,256,2,3,3,233,8.0
14129,2,11,251.00000000000003,261,4,3,3,433,10.0
14130,320,14,99.25,320,1,3,2,132,6.0
14132,3,41,757.98,184,4,4,4,444,12.0
14133,130,8,187.92,316,2,2,3,223,7.0
14135,2,19,1035.24,354,4,3,4,434,11.0
14138,2,12,327.29,64,4,3,3,433,10.0
14139,47,5,66.24,47,3,2,2,322,7.0
14140,4,13,164.54999999999998,32,4,3,3,433,10.0
14141,3,4,144.60000000000002,74,4,1,3,413,8.0
14145,47,3,1128.6,218,3,1,4,314,8.0
14146,9,48,823.6199999999999,358,4,4,4,444,12.0
14147,286,1,136.0,286,1,1,2,112,4.0
14148,234,1,127.5,234,1,1,2,112,4.0
14149,221,3,50.39999999999999,221,1,1,1,111,3.0
14150,36,8,163.6,360,3,2,3,323,8.0
14152,76,10,114.17999999999999,235,2,3,2,232,7.0
14154,240,11,214.7,240,1,3,3,133,7.0
14155,267,2,35.7,267,1,1,1,111,3.0
14157,286,3,18.97,286,1,1,1,111,3.0
14158,41,10,115.98,41,3,3,2,332,8.0
14159,20,223,837.3899999999998,363,3,4,4,344,11.0
14161,216,12,70.44,279,1,3,2,132,6.0
14162,174,4,35.849999999999994,293,1,1,1,111,3.0
14163,88,16,524.8399999999999,240,2,3,4,234,9.0
14164,81,4,131.4,81,2,1,2,212,5.0
14165,276,9,49.480000000000004,276,1,2,1,121,4.0
14167,40,13,167.95,332,3,3,3,333,9.0
14171,99,11,83.57,99,2,3,2,232,7.0
14173,11,5,53.68000000000001,220,4,2,1,421,7.0
14174,34,5,19.05,34,3,2,1,321,6.0
14175,60,34,707.59,330,2,4,4,244,10.0
14176,298,5,88.0,327,1,2,2,122,5.0
14177,96,9,68.30000000000001,180,2,2,2,222,6.0
14178,9,69,342.88999999999993,183,4,4,4,444,12.0
14179,41,36,149.38000000000002,53,3,4,3,343,10.0
14180,11,39,754.0000000000001,359,4,4,4,444,12.0
14184,67,6,110.64,67,2,2,2,222,6.0
14185,332,1,165.0,332,1,1,3,113,5.0
14188,31,15,422.40000000000003,311,3,3,4,334,10.0
14189,3,54,987.9499999999998,339,4,4,4,444,12.0
14191,2,48,896.0699999999997,221,4,4,4,444,12.0
14193,68,8,157.2,270,2,2,3,223,7.0
14194,5,115,2343.4499999999994,309,4,4,4,444,12.0
14195,253,1,100.80000000000001,253,1,1,2,112,4.0
14196,107,2,244.79999999999998,107,2,1,3,213,6.0
14198,19,6,106.75,146,4,2,2,422,8.0
14201,61,7,113.17999999999999,360,2,2,2,222,6.0
14204,3,11,45.6,3,4,3,1,431,8.0
14205,17,6,113.7,265,4,2,2,422,8.0
14206,240,3,56.99999999999999,240,1,1,1,111,3.0
14208,95,1,10.5,95,2,1,1,211,4.0
14209,122,7,119.75000000000001,260,2,2,2,222,6.0
14210,106,22,397.0400000000001,340,2,4,4,244,10.0
14211,54,16,299.82,296,2,3,3,233,8.0
14212,90,3,339.4,90,2,1,4,214,7.0
14214,171,11,196.59,278,1,3,3,133,7.0
14215,12,18,311.25,331,4,3,3,433,10.0
14216,4,10,276.86,38,4,3,3,433,10.0
14217,12,30,595.53,337,4,4,4,444,12.0
14218,43,4,54.56,43,3,1,1,311,5.0
14219,5,1,4.68,5,4,1,1,411,6.0
14220,248,8,307.2,359,1,2,3,123,6.0
14221,43,33,588.7899999999998,340,3,4,4,344,11.0
14222,178,13,212.21999999999997,178,1,3,3,133,7.0
14223,93,8,111.92,265,2,2,2,222,6.0
14224,111,22,214.73,321,2,4,3,243,9.0
14226,30,13,461.20000000000005,270,3,3,4,334,10.0
14227,27,33,677.8799999999999,285,3,4,4,344,11.0
14229,52,8,313.98,334,2,2,3,223,7.0
14231,184,11,164.62,289,1,3,3,133,7.0
14232,43,23,475.26,265,3,4,4,344,11.0
14233,50,6,174.76000000000002,212,3,2,3,323,8.0
14234,31,35,182.75,58,3,4,3,343,10.0
14235,158,17,701.48,261,1,3,4,134,8.0
14236,81,3,33.839999999999996,81,2,1,1,211,4.0
14239,44,21,507.06000000000006,317,3,3,4,334,10.0
14240,31,5,80.16,31,3,2,2,322,7.0
14241,184,3,94.60000000000001,184,1,1,2,112,4.0
14242,235,2,34.55,326,1,1,1,111,3.0
14243,9,20,325.23,318,4,3,3,433,10.0
14245,220,20,298.72,264,1,3,3,133,7.0
14246,111,12,233.14000000000001,246,2,3,3,233,8.0
14247,279,4,21.799999999999997,279,1,1,1,111,3.0
14248,319,3,43.379999999999995,319,1,1,1,111,3.0
14250,8,20,365.54,90,4,3,4,434,11.0
14251,2,14,537.0,58,4,3,4,434,11.0
14256,261,17,301.29999999999995,365,1,3,3,133,7.0
14257,124,18,358.75,319,2,3,4,234,9.0
14258,90,22,2687.34,338,2,4,4,244,10.0
14259,142,1,15.9,142,1,1,1,111,3.0
14261,51,8,256.5,79,3,2,3,323,8.0
14262,9,22,482.82000000000005,241,4,4,4,444,12.0
14264,155,4,79.7,155,1,1,2,112,4.0
14267,163,10,311.68,261,1,3,3,133,7.0
14270,332,6,111.30000000000001,332,1,2,2,122,5.0
14271,226,1,11.9,226,1,1,1,111,3.0
14272,74,7,86.30000000000001,255,2,2,2,222,6.0
14273,137,2,35.099999999999994,243,2,1,1,211,4.0
14276,99,12,212.65999999999997,290,2,3,3,233,8.0
14280,197,2,20.94,197,1,1,1,111,3.0
14282,4,36,781.22,267,4,4,4,444,12.0
14284,31,6,109.44999999999999,87,3,2,2,322,7.0
14285,22,4,199.92,76,3,1,3,313,7.0
14286,24,64,1011.76,243,3,4,4,344,11.0
14287,9,2,35.400000000000006,199,4,1,1,411,6.0
14288,214,4,80.7,214,1,1,2,112,4.0
14289,9,8,178.2,290,4,2,3,423,9.0
14290,12,26,648.19,362,4,4,4,444,12.0
14291,2,57,1054.1399999999999,276,4,4,4,444,12.0
14292,8,19,793.6800000000001,283,4,3,4,434,11.0
14293,4,5,84.36,306,4,2,2,422,8.0
14295,41,2,50.400000000000006,41,3,1,1,311,5.0
14297,18,13,283.21,275,4,3,3,433,10.0
14298,9,325,9798.25999999999,361,4,4,4,444,12.0
14299,9,24,542.5599999999998,338,4,4,4,444,12.0
14301,118,2,168.12,118,2,1,3,213,6.0
14304,223,5,96.5,223,1,2,2,122,5.0
14305,72,19,364.62999999999994,136,2,3,4,234,9.0
14306,52,3,208.5,86,2,1,3,213,6.0
14307,89,34,566.8299999999999,325,2,4,4,244,10.0
14309,9,27,671.6700000000001,359,4,4,4,444,12.0
14311,243,6,96.55000000000001,243,1,2,2,122,5.0
14312,47,16,262.54,338,3,3,3,333,9.0
14314,107,1,9.120000000000001,107,2,1,1,211,4.0
14315,45,25,647.35,267,3,4,4,344,11.0
14317,65,6,142.38,65,2,2,3,223,7.0
14320,333,7,93.09,333,1,2,2,122,5.0
14321,11,24,271.92,334,4,4,3,443,11.0
14323,115,13,208.07999999999998,239,2,3,3,233,8.0
14326,243,2,40.2,243,1,1,1,111,3.0
14327,164,4,90.19999999999999,164,1,1,2,112,4.0
14329,18,46,967.2800000000002,330,4,4,4,444,12.0
14331,136,4,58.379999999999995,136,2,1,1,211,4.0
14332,23,7,84.36000000000001,148,3,2,2,322,7.0
14333,68,2,29.1,68,2,1,1,211,4.0
14334,94,35,596.5600000000001,359,2,4,4,244,10.0
14336,17,17,342.82,277,4,3,4,434,11.0
14338,197,3,59.6,197,1,1,2,112,4.0
14339,243,4,116.1,243,1,1,2,112,4.0
14340,219,3,65.4,219,1,1,2,112,4.0
14341,46,23,363.03000000000003,319,3,4,4,344,11.0
14342,22,5,169.56,138,3,2,3,323,8.0
14344,128,9,67.94,359,2,2,2,222,6.0
14345,39,2,32.85,39,3,1,1,311,5.0
14346,121,13,274.36,298,2,3,3,233,8.0
14348,261,3,47.7,261,1,1,1,111,3.0
14349,11,8,25.49,11,4,2,1,421,7.0
14350,275,3,31.86,275,1,1,1,111,3.0
14351,165,1,51.0,165,1,1,1,111,3.0
14352,235,8,236.60000000000002,274,1,2,3,123,6.0
14353,216,2,18.9,216,1,1,1,111,3.0
14354,6,3,48.599999999999994,31,4,1,1,411,6.0
14356,80,9,138.46999999999997,82,2,2,3,223,7.0
14357,44,5,25.25,44,3,2,1,321,6.0
14359,20,11,189.3,88,3,3,3,333,9.0
14360,32,32,675.6999999999999,95,3,4,4,344,11.0
14362,23,9,36.8,23,3,2,1,321,6.0
14364,135,18,1066.0,212,2,3,4,234,9.0
14367,9,114,1913.41,277,4,4,4,444,12.0
14368,320,1,17.0,320,1,1,1,111,3.0
14371,296,1,26.099999999999998,296,1,1,1,111,3.0
14373,359,1,24.95,359,1,1,1,111,3.0
14375,186,22,87.09999999999998,186,1,4,2,142,7.0
14377,192,3,115.85,263,1,1,2,112,4.0
14379,45,9,80.97,296,3,2,2,322,7.0
14381,53,11,40.2,53,2,3,1,231,6.0
14382,27,28,176.65000000000003,27,3,4,3,343,10.0
14383,39,12,348.0199999999999,164,3,3,4,334,10.0
14385,10,4,71.05,24,4,1,2,412,7.0
14386,297,2,27.900000000000002,297,1,1,1,111,3.0
14387,33,26,368.13,110,3,4,4,344,11.0
14388,11,35,588.6899999999999,282,4,4,4,444,12.0
14389,66,11,220.1,191,2,3,3,233,8.0
14390,11,51,917.61,240,4,4,4,444,12.0
14393,219,2,29.75,219,1,1,1,111,3.0
14395,3,67,682.0500000000002,335,4,4,4,444,12.0
14396,66,8,110.52,66,2,2,2,222,6.0
14397,3,21,498.9799999999999,214,4,3,4,434,11.0
14400,150,4,153.14000000000001,150,1,1,3,113,5.0
14401,5,38,805.9599999999999,360,4,4,4,444,12.0
14403,218,6,546.8100000000001,248,1,2,4,124,7.0
14404,34,15,205.01,328,3,3,3,333,9.0
14406,120,1,15.299999999999999,120,2,1,1,211,4.0
14407,108,12,471.99,277,2,3,4,234,9.0
