CustomerID,Recency,Frequency,MonetaryValue,Tenure,R,F
14001,46,8,496.2000000000001,233,2,2
14002,135,5,70.28,157,1,1
14004,44,37,1170.75,289,2,3
14005,10,22,697.3600000000001,216,3,3
14006,116,6,196.32,313,1,2
14009,199,11,199.11,206,1,2
14012,278,3,104.4,278,1,1
14013,111,6,82.38,276,1,2
14014,78,4,28.24,78,2,1
14015,53,4,189.42,53,2,1
14019,47,8,204.85,139,2,2
14020,17,7,119.06,89,3,2
14021,156,8,218.85,257,1,2
14022,226,6,64.86,226,1,2
14023,8,6,110.5,251,3,2
14024,122,4,66.15,125,1,1
14027,61,1,10.2,61,2,1
14029,64,1,25.5,64,2,1
14030,19,37,297.68000000000006,306,3,3
14031,8,41,2504.6800000000007,338,3,3
14032,17,26,484.42,356,3,3
14034,23,23,66.69,158,3,3
14035,29,15,275.12,298,2,2
14036,285,8,137.0,285,1,2
14037,365,4,15.75,365,1,1
14038,79,14,237.70000000000005,208,2,2
14039,34,3,102.6,34,2,1
14040,62,40,696.3,332,2,3
14041,267,4,11.8,267,1,1
14044,27,38,118.19000000000004,310,3,3
14047,9,3,113.1,200,3,1
14048,306,21,95.47,306,1,3
14049,17,97,1048.92,318,3,3
14050,32,12,184.73,107,2,2
14051,1,32,2688.9500000000007,361,3,3
14052,20,11,38.99999999999999,20,3,2
14054,66,1,9.96,66,2,1
14055,107,2,137.6,107,1,1
14056,2,205,1618.4600000000007,285,3,3
14057,24,52,1356.9399999999996,361,3,3
14059,267,1,23.4,267,1,1
14060,5,43,1623.2999999999995,360,3,3
14062,10,18,1140.2200000000005,365,3,3
14064,30,18,218.71,275,2,3
14066,267,2,53.25,267,1,1
14067,64,8,73.9,97,2,2
14068,321,5,67.80000000000001,321,1,1
14071,4,70,296.92999999999995,265,3,3
14073,33,3,30.94,33,2,1
14075,5,12,222.12,262,3,2
14076,130,8,21.79,130,1,2
14077,79,11,111.27,275,2,2
14078,102,9,300.4,227,1,2
14079,125,3,46.55,125,1,1
14081,303,16,98.90000000000002,303,1,3
14082,365,5,32.6,365,1,1
14083,5,21,153.3,355,3,3
14085,3,102,925.34,362,3,3
14087,3,16,56.50999999999999,3,3,3
14088,11,141,11812.270000000002,323,3,3
14089,57,4,79.45,57,2,1
14092,8,34,634.5,359,3,3
14093,13,16,91.34999999999998,13,3,3
14096,5,1055,13300.099999999993,102,3,3
14098,37,6,18.26,37,2,2
14099,17,55,701.93,355,3,3
14100,138,6,41.95,138,1,2
14101,74,11,2191.94,327,2,2
14102,6,16,251.6,45,3,3
14104,155,4,93.6,166,1,1
14105,240,13,224.73,240,1,2
14107,52,24,498.16,365,2,3
14108,31,4,85.98,102,2,1
14109,73,3,55.2,73,2,1
14110,4,29,1367.9,267,3,3
14112,23,30,537.9000000000002,276,3,3
14113,4,6,106.8,23,3,2
14114,274,2,53.7,331,1,1
14116,20,13,245.32,122,3,2
14117,144,1,30.0,144,1,1
14121,4,32,631.12,60,3,3
14124,85,2,118.08,85,2,1
14125,11,29,443.07000000000016,79,3,3
14126,11,2,29.4,11,3,1
14127,123,6,92.34,311,1,2
14128,61,12,184.22,256,2,2
14129,2,11,251.00000000000003,261,3,2
14130,320,14,99.25,320,1,2
14132,3,41,757.98,184,3,3
14133,130,8,187.92,316,1,2
14135,2,19,1035.24,354,3,3
14138,2,12,327.29,64,3,2
14139,47,5,66.24,47,2,1
14140,4,13,164.54999999999995,32,3,2
14141,3,4,144.60000000000005,74,3,1
14145,47,3,1128.6,218,2,1
14146,9,48,823.6199999999999,358,3,3
14147,286,1,136.0,286,1,1
14148,234,1,127.5,234,1,1
14149,221,3,50.39999999999999,221,1,1
14150,36,8,163.6,360,2,2
14152,76,10,114.18,235,2,2
14154,240,11,214.7,240,1,2
14155,267,2,35.7,267,1,1
14157,286,3,18.97,286,1,1
14158,41,10,115.98,41,2,2
14159,20,223,837.3899999999996,363,3,3
14161,216,12,70.44,279,1,2
14162,174,4,35.84999999999999,293,1,1
14163,88,16,524.8399999999998,240,2,3
14164,81,4,131.4,81,2,1
14165,276,9,49.48,276,1,2
14167,40,13,167.95,332,2,2
14171,99,11,83.57,99,1,2
14173,11,5,53.68000000000001,220,3,1
14174,34,5,19.05,34,2,1
14175,60,34,707.59,330,2,3
14176,298,5,88.0,327,1,1
14177,96,9,68.30000000000001,180,1,2
14178,9,69,342.88999999999993,183,3,3
14179,41,36,149.38000000000005,53,2,3
14180,11,39,754.0000000000001,359,3,3
14184,67,6,110.64,67,2,2
14185,332,1,165.0,332,1,1
14188,31,15,422.4,311,2,2
14189,3,54,987.9499999999997,339,3,3
14191,2,48,896.0699999999997,221,3,3
14193,68,8,157.2,270,2,2
14194,5,115,2343.4499999999994,309,3,3
14195,253,1,100.8,253,1,1
14196,107,2,244.8,107,1,1
14198,19,6,106.75,146,3,2
14201,61,7,113.18,360,2,2
14204,3,11,45.6,3,3,2
14205,17,6,113.7,265,3,2
14206,240,3,56.99999999999999,240,1,1
14208,95,1,10.5,95,1,1
14209,122,7,119.75,260,1,2
14210,106,22,397.04000000000013,340,1,3
14211,54,16,299.82,296,2,3
14212,90,3,339.4,90,2,1
14214,171,11,196.59,278,1,2
14215,12,18,311.25,331,3,3
14216,4,10,276.86,38,3,2
14217,12,30,595.53,337,3,3
14218,43,4,54.56,43,2,1
14219,5,1,4.68,5,3,1
14220,248,8,307.2,359,1,2
14221,43,33,588.7899999999997,340,2,3
14222,178,13,212.22,178,1,2
14223,93,8,111.92,265,1,2
14224,111,22,214.73,321,1,3
14226,30,13,461.2000000000001,270,2,2
14227,27,33,677.8799999999999,285,3,3
14229,52,8,313.98,334,2,2
14231,184,11,164.62,289,1,2
14232,43,23,475.26,265,2,3
14233,50,6,174.76000000000005,212,2,2
14234,31,35,182.75,58,2,3
14235,158,17,701.48,261,1,3
14236,81,3,33.84,81,2,1
14239,44,21,507.06000000000006,317,2,3
14240,31,5,80.16,31,2,1
14241,184,3,94.6,184,1,1
14242,235,2,34.55,326,1,1
14243,9,20,325.23,318,3,3
14245,220,20,298.72,264,1,3
14246,111,12,233.14,246,1,2
14247,279,4,21.8,279,1,1
14248,319,3,43.38,319,1,1
14250,8,20,365.54,90,3,3
14251,2,14,537.0,58,3,2
14256,261,17,301.2999999999999,365,1,3
14257,124,18,358.75,319,1,3
14258,90,22,2687.34,338,2,3
14259,142,1,15.9,142,1,1
14261,51,8,256.5,79,2,2
14262,9,22,482.82000000000005,241,3,3
14264,155,4,79.7,155,1,1
14267,163,10,311.68,261,1,2
14270,332,6,111.3,332,1,2
14271,226,1,11.9,226,1,1
14272,74,7,86.30000000000003,255,2,2
14273,137,2,35.099999999999994,243,1,1
14276,99,12,212.66,290,1,2
14280,197,2,20.94,197,1,1
14282,4,36,781.22,267,3,3
14284,31,6,109.45,87,2,2
14285,22,4,199.92,76,3,1
14286,24,64,1011.76,243,3,3
14287,9,2,35.40000000000001,199,3,1
14288,214,4,80.7,214,1,1
14289,9,8,178.2,290,3,2
14290,12,26,648.19,362,3,3
14291,2,57,1054.14,276,3,3
14292,8,19,793.6800000000002,283,3,3
14293,4,5,84.36,306,3,1
14295,41,2,50.40000000000001,41,2,1
14297,18,13,283.21,275,3,2
14298,9,325,9798.259999999991,361,3,3
14299,9,24,542.5599999999998,338,3,3
14301,118,2,168.12,118,1,1
14304,223,5,96.5,223,1,1
14305,72,19,364.63,136,2,3
14306,52,3,208.5,86,2,1
14307,89,34,566.8299999999998,325,2,3
14309,9,27,671.6700000000002,359,3,3
14311,243,6,96.55,243,1,2
14312,47,16,262.54,338,2,3
14314,107,1,9.12,107,1,1
14315,45,25,647.35,267,2,3
14317,65,6,142.38,65,2,2
14320,333,7,93.09,333,1,2
14321,11,24,271.92,334,3,3
14323,115,13,208.08,239,1,2
14326,243,2,40.2,243,1,1
14327,164,4,90.2,164,1,1
14329,18,46,967.2800000000003,330,3,3
14331,136,4,58.38,136,1,1
14332,23,7,84.36000000000001,148,3,2
14333,68,2,29.1,68,2,1
14334,94,35,596.5600000000002,359,1,3
14336,17,17,342.82,277,3,3
14338,197,3,59.6,197,1,1
14339,243,4,116.1,243,1,1
14340,219,3,65.4,219,1,1
14341,46,23,363.03,319,2,3
14342,22,5,169.56,138,3,1
14344,128,9,67.94,359,1,2
14345,39,2,32.85,39,2,1
14346,121,13,274.36,298,1,2
14348,261,3,47.7,261,1,1
14349,11,8,25.49,11,3,2
14350,275,3,31.86,275,1,1
14351,165,1,51.0,165,1,1
14352,235,8,236.6,274,1,2
14353,216,2,18.9,216,1,1
14354,6,3,48.6,31,3,1
14356,80,9,138.46999999999997,82,2,2
14357,44,5,25.25,44,2,1
14359,20,11,189.3,88,3,2
14360,32,32,675.6999999999998,95,2,3
14362,23,9,36.8,23,3,2
14364,135,18,1066.0,212,1,3
14367,9,114,1913.41,277,3,3
14368,320,1,17.0,320,1,1
14371,296,1,26.1,296,1,1
14373,359,1,24.95,359,1,1
14375,186,22,87.09999999999998,186,1,3
14377,192,3,115.85,263,1,1
14379,45,9,80.97,296,2,2
14381,53,11,40.2,53,2,2
14382,27,28,176.65000000000003,27,3,3
14383,39,12,348.01999999999987,164,2,2
14385,10,4,71.05,24,3,1
14386,297,2,27.9,297,1,1
14387,33,26,368.13,110,2,3
14388,11,35,588.6899999999998,282,3,3
14389,66,11,220.1,191,2,2
14390,11,51,917.61,240,3,3
14393,219,2,29.75,219,1,1
14395,3,67,682.0500000000002,335,3,3
14396,66,8,110.52,66,2,2
14397,3,21,498.97999999999985,214,3,3
14400,150,4,153.14,150,1,1
14401,5,38,805.9599999999998,360,3,3
14403,218,6,546.8100000000002,248,1,2
14404,34,15,205.01,328,2,2
14406,120,1,15.3,120,1,1
14407,108,12,471.99,277,1,2
14408,11,21,589.42,265,3,3
14409,72,11,324.41,319,2,2
14410,93,36,257.50999999999993,306,1,3
14411,311,3,286.2000000000001,311,1,1
14412,43,9,114.13,73,2,2
14413,363,3,14.45,363,1,1
14414,92,25,347.4600000000001,359,1,3
14415,2,102,1044.5499999999997,361,3,3
14416,43,2,36.1,43,2,1
14418,4,29,499.59,109,3,3
14419,11,37,202.57,365,3,3
14420,100,4,48.36,100,1,1
14421,58,7,197.37,212,2,2
14422,1,46,829.7200000000001,268,3,3
14426,24,55,1046.62,313,3,3
14427,64,6,99.58,64,2,2
14428,8,23,218.89,326,3,3
14431,303,2,43.2,303,1,1
14432,10,92,515.18,90,3,3
14434,38,1,69.6,38,2,1
14436,99,1,9.48,99,1,1
14438,307,3,47.5,307,1,1
14440,9,10,412.74000000000007,317,3,2
14441,1,12,466.63999999999993,256,3,2
14443,54,20,314.27,311,2,3
14446,1,60,266.84,247,3,3
14447,19,20,344.00000000000006,281,3,3
14448,365,4,12.0,365,1,1
14449,19,34,158.56,247,3,3
14450,181,6,80.55000000000003,321,1,2
14451,61,17,94.84,195,2,3
14452,11,8,35.91,94,3,2
14453,191,5,34.43,191,1,1
14456,6,188,636.6600000000002,143,3,3
14459,156,6,227.6,156,1,2
14461,149,26,340.42,262,1,3
14462,67,38,309.34,340,2,3
14463,206,1,76.32000000000002,206,1,1
14465,247,23,134.35000000000002,303,1,3
14466,30,10,408.3,309,2,2
14467,18,10,50.65000000000001,313,3,2
14470,12,11,109.04,288,3,2
14472,104,54,365.22999999999985,356,1,3
14473,283,1,85.0,283,1,1
14474,47,2,32.3,47,2,1
14475,72,8,252.85,305,2,2
14476,258,4,55.75,258,1,1
14477,51,1,179.0,51,2,1
14479,254,2,48.4,254,1,1
14481,165,3,54.8,288,1,1
14482,19,26,253.61,240,3,3
14484,51,3,78.2,51,2,1
14485,39,11,39.71,39,2,2
14487,27,29,223.15000000000003,90,3,3
14488,68,12,188.48,68,2,2
14489,208,4,52.5,208,1,1
14491,176,3,50.15,176,1,1
14493,8,24,465.48,156,3,3
14494,26,1,30.0,26,3,1
14495,122,1,19.8,122,1,1
14496,312,3,50.97,312,1,1
14497,310,6,105.96,310,1,2
14498,43,34,441.07000000000016,362,2,3
14499,27,41,165.94999999999996,279,3,3
14501,184,4,93.18,320,1,1
14502,20,127,444.17999999999984,314,3,3
14503,4,29,786.11,179,3,3
14504,48,21,121.83,279,2,3
14505,18,152,1150.38,363,3,3
14506,18,57,353.58,284,3,3
14507,41,24,333.16,277,2,3
14508,23,14,83.95999999999998,90,3,2
14511,12,20,315.64,134,3,3
14512,188,5,75.35000000000002,233,1,1
14513,207,2,53.65,289,1,1
14514,62,11,125.08,332,2,2
14515,18,18,365.97999999999985,219,3,3
14517,34,5,75.95,142,2,1
14518,65,5,64.09,65,2,1
14520,2,1,62.40000000000001,2,3,1
14522,93,3,189.42,199,1,1
14523,109,2,22.4,109,1,1
14524,32,28,293.95999999999987,361,2,3
14525,20,57,728.68,362,3,3
14527,3,187,1628.8800000000015,360,3,3
14528,38,4,150.24,38,2,1
14529,61,42,122.15000000000002,111,2,3
14530,26,53,742.5799999999998,297,3,3
14532,237,7,96.45,353,1,2
14533,25,12,447.06,353,3,2
14534,3,108,1082.5,319,3,3
14535,61,75,711.72,249,2,3
14536,260,2,59.5,260,1,1
14537,58,3,100.68,58,2,1
14538,65,2,32.7,65,2,1
14539,16,5,114.0,45,3,1
14540,10,15,200.32,310,3,2
14541,169,25,299.6400000000001,320,1,3
14543,31,13,546.4300000000002,319,2,2
14544,25,24,406.8,362,3,3
14546,6,70,503.6999999999999,249,3,3
14547,4,79,1008.0100000000003,55,3,3
14548,318,2,326.4,318,1,1
14549,312,8,40.08000000000001,312,1,2
14550,11,8,103.81,45,3,2
14551,205,2,27.64,205,1,1
14552,152,9,31.119999999999994,152,1,2
14553,20,18,166.84000000000003,340,3,3
14554,11,53,709.0799999999997,53,3,3
14555,303,3,32.45,303,1,1
14557,86,5,260.46000000000004,86,2,1
14560,8,14,338.95999999999987,358,3,2
14561,76,9,140.61,185,2,2
14562,4,95,1040.98,305,3,3
14565,96,29,725.87,362,1,3
14567,57,4,176.4,131,2,1
14569,2,2,4.15,2,3,1
14570,281,8,49.6,281,1,2
14572,41,57,451.38,325,2,3
14573,180,24,140.95000000000005,288,1,3
14577,13,21,162.32,363,3,3
14578,4,5,59.03,4,3,1
14581,17,5,57.95000000000001,17,3,1
14582,41,2,21.46,41,2,1
14583,6,62,173.88000000000008,206,3,3
14584,170,11,113.52,199,1,2
14585,51,7,38.51,51,2,2
14586,277,4,34.44,277,1,1
14587,19,59,204.12,332,3,3
14591,16,37,190.35,214,3,3
14592,36,29,82.98,65,2,3
14593,22,32,223.36,199,3,3
14594,8,4,28.98,8,3,1
14595,25,17,297.47,314,3,3
14597,12,8,138.92,192,3,2
14598,45,11,51.03,45,2,2
14600,306,7,123.75000000000004,306,1,2
14601,11,1,35.40000000000001,11,3,1
14603,275,1,510.0,275,1,1
14606,2,512,2353.590000000002,361,3,3
14607,19,15,3195.06,262,3,2
14608,5,6,580.6,86,3,2
14616,243,1,158.4,243,1,1
14618,10,2,60.0,11,3,1
14619,246,3,51.90000000000001,246,1,1
14620,206,5,76.46000000000002,284,1,1
14621,2,23,499.54,359,3,3
14622,185,6,64.7,185,1,2
14623,33,31,176.86999999999995,236,2,3
14624,58,1,15.6,58,2,1
14625,197,8,145.6,362,1,2
14626,24,25,491.6,234,3,3
14628,92,8,153.03,243,1,2
14629,5,25,131.26000000000002,48,3,3
14631,51,12,325.8400000000001,299,2,2
14632,263,1,15.9,263,1,1
14633,267,4,82.45,267,1,1
14636,37,6,127.8,269,2,2
14638,51,3,113.99,51,2,1
14639,53,36,609.3100000000002,362,2,3
14640,25,21,497.7400000000002,228,3,3
14641,22,3,59.75999999999999,22,3,1
14643,171,2,29.72,171,1,1
14644,68,6,146.3,299,2,2
14645,157,8,127.19,276,1,2
14647,202,7,120.35,202,1,2
14649,5,36,265.57,213,3,3
14651,68,24,136.02,212,2,3
14652,78,4,13.79,78,2,1
14653,2,39,344.52,339,3,3
14655,9,4,162.2,223,3,1
14656,170,17,65.89,284,1,3
14657,18,25,162.22000000000003,327,3,3
14658,6,6,39.09,118,3,2
14659,9,40,402.61,316,3,3
14660,87,6,31.47,101,2,2
14662,29,28,116.83,317,2,3
14664,20,22,106.72,34,3,3
14665,61,19,404.41999999999985,311,2,3
14666,25,3,34.3,25,3,1
14667,11,105,1810.29,365,3,3
14669,242,44,306.58999999999986,333,1,3
14670,281,30,138.18,281,1,3
14672,235,15,179.50000000000009,337,1,2
14673,4,10,167.25,38,3,2
14675,17,22,108.7,17,3,3
14676,32,9,765.96,284,2,2
14680,72,38,3439.94,361,2,3
14681,212,1,340.0,212,1,1
14682,202,1,20.8,202,1,1
14684,26,92,336.76999999999975,363,3,3
14687,107,2,49.8,107,1,1
14688,8,53,836.05,326,3,3
14689,209,3,17.7,209,1,1
14690,45,12,99.68,152,2,2
14691,31,13,469.09000000000015,213,2,2
14692,138,11,97.85,323,1,2
14693,265,2,134.1,265,1,1
14696,5,24,411.4,326,3,3
14697,219,5,29.09,219,1,1
14698,2,37,252.57,52,3,3
14699,215,3,39.45,215,1,1
14700,33,27,581.33,239,2,3
14701,11,77,630.5199999999999,317,3,3
14702,2,66,716.2500000000003,338,3,3
14703,15,5,68.53,15,3,1
14704,20,89,323.3199999999999,181,3,3
14708,3,4,186.0,3,3,1
14709,16,36,918.95,359,3,3
14710,15,24,91.86000000000004,60,3,3
14711,11,69,615.32,263,3,3
14712,30,6,393.9,113,2,2
14713,10,54,368.68,359,3,3
14714,25,1,11.6,25,3,1
14715,25,18,192.68,332,3,3
14716,44,17,122.19,149,2,3
14719,2,40,261.2899999999999,250,3,3
14720,6,6,83.1,127,3,2
14722,148,5,29.15,148,1,1
14723,11,54,195.58,359,3,3
14725,25,14,216.8,25,3,2
14727,275,4,135.2,275,1,1
14730,2,91,431.3599999999997,277,3,3
14731,48,12,117.42999999999998,213,2,2
14732,9,35,621.5,284,3,3
14733,17,40,1874.38,362,3,3
14735,4,33,932.0899999999997,359,3,3
14737,4,7,516.75,354,3,2
14738,43,2,14.86,65,2,1
14739,20,10,579.5999999999998,339,3,2
14740,198,17,329.7,284,1,3
14741,12,15,402.45999999999987,362,3,2
14744,17,4,107.95,313,3,1
14745,113,16,324.87,286,1,3
14747,250,3,55.6,250,1,1
14748,30,10,149.95,213,2,2
14752,44,2,260.64,44,2,1
14753,88,5,100.3,88,2,1
14754,45,9,159.28,296,2,2
14755,10,42,912.87,335,3,3
14756,16,6,100.78,16,3,2
14757,76,4,93.92,76,2,1
14758,145,19,407.0,260,1,3
14759,5,32,524.0,233,3,3
14760,298,2,43.6,298,1,1
14761,335,1,10.2,335,1,1
14762,264,3,27.96,264,1,1
14765,30,8,52.82000000000001,177,2,2
14766,9,21,445.72,257,3,3
14768,18,2,89.10000000000002,128,3,1
14769,3,233,2220.16,358,3,3
14770,233,12,195.66,324,1,2
14772,113,3,47.25,113,1,1
14775,59,13,196.62,138,2,2
14776,52,27,565.32,313,2,3
14778,128,11,226.06,309,1,2
14779,324,6,67.65,324,1,2
14780,55,7,123.22,80,2,2
14782,320,1,25.200000000000006,320,1,1
14784,27,2,30.0,27,3,1
14788,8,4,94.6,27,3,1
14790,29,3,30.66,120,2,1
14793,22,2,23.2,22,3,1
14794,3,12,204.06,335,3,2
14795,167,1,23.85,167,1,1
14796,2,217,1434.5800000000008,362,3,3
14798,53,3,46.72,145,2,1
14799,52,1,5.8,52,2,1
14800,48,57,586.0,363,2,3
14801,62,13,41.65,62,2,2
14803,163,14,221.25000000000003,293,1,2
14804,9,2,73.1,9,3,1
14805,16,13,169.6,314,3,2
14806,76,4,70.14,76,2,1
14808,40,30,336.48,173,2,3
14810,41,49,416.13000000000005,335,2,3
14815,37,6,86.52,68,2,2
14817,201,14,237.04,278,1,2
14818,74,13,224.53,254,2,2
14819,65,3,83.85,65,2,1
14820,22,4,60.45,174,3,1
14823,181,16,78.43,195,1,3
14824,11,4,122.46,92,3,1
14825,24,15,338.1500000000001,359,3,2
14828,197,2,275.40000000000003,197,1,1
14829,30,6,110.36,361,2,2
14830,54,8,18.37,54,2,2
14834,18,14,300.1,241,3,2
14837,90,22,353.9000000000001,202,2,3
14841,54,29,640.61,359,2,3
14842,44,27,474.08,192,2,3
14844,64,24,987.9700000000003,242,2,3
14847,149,4,79.69999999999997,149,1,1
14849,22,57,1175.37,319,3,3
14850,312,3,45.1,312,1,1
14851,24,5,57.24,257,3,1
14852,59,37,693.49,253,2,3
14853,25,2,191.7,212,3,1
14854,79,25,430.5,275,2,3
14855,120,5,113.6,135,1,1
14856,37,10,244.77,57,2,2
14857,60,12,234.35,149,2,2
14859,13,10,217.22000000000003,205,3,2
14860,20,1,40.56,20,3,1
14862,26,8,151.9,149,3,2
14863,30,4,86.88,30,2,1
14866,39,19,4053.98,142,2,3
14867,186,9,202.98,337,1,2
14868,4,38,793.0600000000003,234,3,3
14869,9,9,70.22,104,3,2
14870,262,5,87.6,262,1,1
14871,4,18,104.27,361,3,3
14873,211,5,114.5,211,1,1
14875,108,7,126.75,263,1,2
14878,37,22,369.51,359,2,3
14880,78,10,146.13,289,2,2
14881,20,4,67.92,20,3,1
14882,27,3,207.9,34,3,1
14883,40,7,101.82999999999998,212,2,2
14885,132,5,325.2,132,1,1
14886,253,4,68.1,253,1,1
14888,208,4,67.8,208,1,1
14889,337,3,42.3,337,1,1
14890,254,1,15.0,254,1,1
14891,149,6,83.34,188,1,2
14893,12,8,110.64,12,3,2
14894,86,4,152.76,86,2,1
14895,8,107,2194.1,291,3,3
14896,205,1,13.5,205,1,1
14897,8,10,214.64,297,3,2
14898,24,23,324.4,327,3,3
14901,12,8,146.58,361,3,2
14902,26,6,117.9,26,3,2
14903,22,64,465.23999999999984,279,3,3
14904,3,13,147.94,26,3,2
14905,158,5,214.0,234,1,1
14907,4,23,487.9,361,3,3
14908,75,1,45.0,75,2,1
14910,3,9,143.53,55,3,2
14913,36,14,228.98,360,2,2
14915,92,6,177.98000000000005,278,1,2
14916,71,13,229.03000000000003,325,2,2
14918,116,14,478.91,155,1,2
14920,213,14,237.29,213,1,2
14921,31,15,221.95,202,2,2
14923,51,9,167.94000000000003,51,2,2
14924,246,1,15.8,246,1,1
14929,33,4,74.6,33,2,1
14944,30,30,916.6900000000003,218,2,3
14947,131,1,30.0,131,1,1
14948,24,18,260.47,220,3,3
14950,20,4,64.0,20,3,1
14951,80,1,15.6,80,2,1
14952,60,25,1138.3200000000004,365,2,3
14953,26,10,45.71,26,3,2
14954,13,19,101.57000000000002,13,3,3
14957,254,1,3.9,254,1,1
14958,148,6,40.7,246,1,2
14959,65,10,131.94,297,2,2
14960,9,7,40.01,9,3,2
14961,11,59,1467.8700000000006,361,3,3
14962,271,1,70.2,271,1,1
14963,10,36,248.27000000000004,184,3,3
14964,248,4,29.55,248,1,1
14965,97,18,211.86,97,1,3
14966,15,8,59.83,15,3,2
14967,50,2,109.8,50,2,1
14968,31,4,13.85,31,2,1
14970,69,4,182.3,253,2,1
14971,36,30,215.34,44,2,3
14972,129,2,14.01,129,1,1
14973,108,4,97.32,135,1,1
14974,38,4,19.53,38,2,1
14975,58,2,85.32,58,2,1
14976,58,16,205.77,327,2,3
14978,73,46,371.5100000000001,331,2,3
14981,247,4,50.46,247,1,1
14984,20,15,80.68,181,3,2
14985,199,18,46.66,359,1,3
14987,16,1,81.6,16,3,1
14988,212,11,103.08,212,1,2
14995,39,8,28.13,281,2,2
14997,47,6,134.16,179,2,2
14998,171,12,111.47,242,1,2
15000,48,12,77.32000000000002,48,2,2
15002,116,19,238.22000000000003,339,1,3
15004,148,23,147.54000000000005,148,1,3
15005,16,236,1344.39,360,3,3
15006,52,28,108.99000000000002,52,2,3
15007,160,1,4.16,160,1,1
15009,13,29,207.11,26,3,3
15010,36,8,111.05,36,2,2
15012,54,18,58.61,54,2,3
15014,44,6,94.18,177,2,2
15016,173,5,54.76000000000001,173,1,1
15017,34,1,4.2,34,2,1
15018,39,6,88.53999999999998,253,2,2
15019,267,15,52.3,267,1,2
15021,9,95,456.96,262,3,3
15022,12,22,133.95000000000002,48,3,3
15023,4,111,1246.71,326,3,3
15024,10,25,267.59,297,3,3
15025,34,16,75.4,34,2,3
15026,81,8,81.54,278,2,2
15027,31,9,343.49999999999994,239,2,2
15028,9,7,62.35,43,3,2
15030,72,1,95.4,72,2,1
15031,5,19,95.89000000000004,283,3,3
15032,257,3,359.5,257,1,1
15033,5,102,557.1899999999997,330,3,3
15034,16,72,945.7099999999997,354,3,3
15035,90,2,37.05,90,2,1
15036,73,25,121.84999999999998,180,2,3
15038,69,19,102.22,244,2,3
15039,10,305,3602.6700000000014,361,3,3
15041,171,10,31.14,171,1,2
15043,32,1,179.0,32,2,1
15044,20,94,1578.4600000000007,363,3,3
15045,152,3,98.88,152,1,1
15046,10,45,983.7199999999997,339,3,3
15047,270,6,100.4,270,1,2
15048,66,13,66.76,221,2,2
15050,26,15,371.9500000000001,72,3,2
15051,24,39,394.34000000000015,151,3,3
15052,320,5,22.4,320,1,1
15053,5,16,143.05,282,3,3
15054,13,26,71.00000000000001,41,3,3
15057,316,4,211.5,316,1,1
15058,26,35,286.44,313,3,3
15059,41,53,319.61999999999983,335,2,3
15060,9,23,87.16,10,3,3
15061,4,58,6916.620000000003,365,3,3
15062,72,18,340.42,360,2,3
15063,214,2,45.4,214,1,1
15065,38,17,529.0500000000002,292,2,3
15066,54,12,252.8,54,2,2
15067,79,16,357.74000000000007,283,2,3
15068,47,21,116.54,257,2,3
15069,180,7,109.8,180,1,2
15071,94,5,205.0,276,1,1
15073,10,11,201.55,187,3,2
15074,106,7,144.92000000000004,106,1,2
15075,78,6,261.86,78,2,2
15076,173,4,63.3,173,1,1
15078,8,83,1901.0199999999993,355,3,3
15079,213,9,184.11,316,1,2
15081,23,6,89.94999999999997,209,3,2
15083,257,1,14.85,257,1,1
15087,282,2,43.8,282,1,1
15088,22,15,281.5200000000001,68,3,2
15089,11,29,589.4999999999999,129,3,3
15090,309,3,45.4,309,1,1
15091,68,6,77.91000000000003,68,2,2
15092,216,3,46.8,284,1,1
15093,19,15,715.8399999999998,339,3,2
15095,104,7,205.5,204,1,2
15096,43,1,6.64,43,2,1
15097,5,5,56.8,5,3,1
15099,85,5,67.48,85,2,1
15101,9,2,58.53,360,3,1
15103,32,5,78.53999999999998,87,2,1
15104,197,14,198.92,283,1,2
15105,19,17,358.22,135,3,3
15106,18,24,321.42,270,3,3
15107,331,3,40.45,335,1,1
15109,246,6,103.35,246,1,2
15110,24,7,243.05,319,3,2
15111,30,12,272.75,67,2,2
15113,10,18,586.1,55,3,3
15114,31,32,529.86,302,2,3
15115,19,5,76.80000000000003,19,3,1
15116,18,10,210.76,205,3,2
15117,15,14,376.91,216,3,2
15118,135,1,244.8,135,1,1
15119,246,1,16.5,246,1,1
15120,134,5,77.3,134,1,1
15121,289,4,74.55000000000003,289,1,1
15122,115,17,355.86000000000007,298,1,3
15123,8,17,332.3900000000001,207,3,3
15124,23,6,74.32000000000002,192,3,2
15125,26,24,2054.34,271,3,3
15127,66,8,227.52,66,2,2
15128,61,20,290.82,220,2,3
15129,51,13,615.7,292,2,2
15130,170,4,73.2,170,1,1
15132,106,11,159.56,263,1,2
15133,128,8,254.12,302,1,2
15134,15,19,410.18,241,3,3
15135,240,2,30.0,240,1,1
15136,3,22,479.43,97,3,3
15139,337,2,27.9,337,1,1
15140,53,17,525.24,265,2,3
15142,47,6,107.5,47,2,2
15143,226,2,28.200000000000006,226,1,1
15144,9,41,1276.0999999999995,313,3,3
15145,5,13,238.46,249,3,2
15146,165,26,364.41999999999985,292,1,3
15147,241,6,92.70000000000002,241,1,2
15148,11,4,54.51,11,3,1
15149,134,6,146.55,134,1,2
15150,18,61,961.24,270,3,3
15152,10,47,817.64,188,3,3
